Title,Authors
Dopamine release in human ventral striatum and expectation of reward,"['Vesna Sossi', 'Anthony G. Phillips', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl', 'Anthony G. Phillips', 'Vesna Sossi', 'Anthony G. Phillips', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl', 'Anthony G. Phillips']"
PET study of the effects of valproate on dopamine D<inf>2</inf> receptors in neuroleptic- and mood-stabilizer-naive patients with nonpsychotic mania,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
PET study of [<sup>18</sup>F]6-fluoro-L-dopa uptake in neuroleptic and mood-stabilizer-naive first-episode nonpsychotic mania: Effects of treatment with divalproex sodium,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Bilateral human fetal striatal transplantation in Huntington's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Increase in dopamine turnover occurs early in Parkinson's disease: Evidence from a new modeling approach to PET <sup>18</sup>F-fluorodopa data,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Expectation and dopamine release: Mechanism of the placebo effect in Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Biochemical variations in the synaptic level of dopamine precede motor fluctuations in Parkinson's disease: PET evidence of increased dopamine turnover,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Positron emission tomography in pallido-ponto-nigral degeneration (PPND) family (frontotemporal dementia with parkinsonism linked to chromosome 17 and point mutation in tau gene),"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Apomorphine-induced changes in synaptic dopamine levels: Positron emission tomography evidence for presynaptic inhibition,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
In vivo positron emission tomographic evidence for compensatory changes in presynaptic dopaminergic nerve terminals in Parkinson's disease,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Analysis of four dopaminergic tracers kinetics using two different tissue input function methods,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
Pet studies of parkinsonism associated with mutation in the α-synuclein gene,"['Vesna Sossi', 'A. Jon Stoessl', 'Vesna Sossi', 'A. Jon Stoessl']"
High-Speed Fluoroscopy to Measure Dynamic Spinal Cord Deformation in an in Vivo Rat Model,"['Wolfram G. Tetzlaff', 'P. A. Cripton', 'Wolfram G. Tetzlaff', 'P. A. Cripton']"
Radiography used to measure internal spinal cord deformation in an in vivo rat model,"['Wolfram G. Tetzlaff', 'P. A. Cripton', 'Wolfram G. Tetzlaff', 'P. A. Cripton']"
Relating histopathology and mechanical strain in experimental contusion spinal cord injury in a rat model,"['Wolfram G. Tetzlaff', 'P. A. Cripton', 'Wolfram G. Tetzlaff', 'P. A. Cripton']"
Quantifying the internal deformation of the rodent spinal cord during acute spinal cord injury – the validation of a method,"['Wolfram G. Tetzlaff', 'P. A. Cripton', 'Wolfram G. Tetzlaff', 'P. A. Cripton']"
A Novel porcine model of traumatic thoracic spinal cord injury,"['Wolfram G. Tetzlaff', 'P. A. Cripton', 'Wolfram G. Tetzlaff', 'P. A. Cripton']"
Biomechanical Aspects of Spinal Cord Injury,"['Wolfram G. Tetzlaff', 'P. A. Cripton', 'Wolfram G. Tetzlaff', 'P. A. Cripton']"
HDAC inhibition leads to age-dependent opposite regenerative effect upon PTEN deletion in rubrospinal axons after SCI,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Adult spinal cord radial glia display a unique progenitor phenotype,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Combination of olfactory ensheathing cells with local versus systemic cAMP treatment after a cervical rubrospinal tract injury,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Undesired effects of a combinatorial treatment for spinal cord injury - Transplantation of olfactory ensheathing cells and BDNF infusion to the red nucleus,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Local self-renewal can sustain CNS microglia maintenance and function throughout adult life,"['Fabio Rossi', 'Wolfram G. Tetzlaff', 'Fabio Rossi', 'Wolfram G. Tetzlaff']"
SPARC from olfactory ensheathing cells stimulates schwann cells to promote neurite outgrowth and enhances spinal cord repair,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Lamina propria and olfactory bulb ensheathing cells exhibit differential integration and migration and promote differential axon sprouting in the lesioned spinal cord,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Directing stem cells and progenitor cells on the stage of spinal cord injury,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Peripherally-derived olfactory ensheathing cells do not promote primary afferent regeneration following dorsal root injury,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Peripheral Olfactory Ensheathing Cells Reduce Scar and Cavity Formation and Promote Regeneration after Spinal Cord Injury,"['Angela Jane I. Roskams', 'Wolfram G. Tetzlaff', 'Angela Jane I. Roskams', 'Wolfram G. Tetzlaff']"
Morphine Withdrawal-Induced Hyperalgesia in Models of Acute and Extended Withdrawal Is Attenuated by l-Tetrahydropalmatine,"['Terrance P. Snutch', 'Anthony G. Phillips', 'Terrance P. Snutch', 'Anthony G. Phillips']"
"Optogenetic modulation of glutamatergic afferents from the ventral subiculum to the nucleus accumbens: Effects on dopamine function, response vigor and locomotor activity","['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
LTD is involved in the formation and maintenance of rat hippocampal CA1 place-cell fields,"['YuTian Wang', 'Jeremy Keith Seamans', 'Jeremy Keith Seamans', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Jeremy Keith Seamans', 'Jeremy Keith Seamans', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
"Corrigendum to “Evaluation of the Wistar-Kyoto rat model of depression and the role of synaptic plasticity in depression and antidepressant response” [Neurosci. Biobehav. Rev. 105 (2019) 1–23] (Neuroscience and Biobehavioral Reviews (2019) 105 (1–23), (S0149763419303483), (10.1016/j.neubiorev.2019.07.007))","['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
"Ketamine and its metabolite, (2R,6R)-HNK, restore hippocampal LTP and long-term spatial memory in the Wistar-Kyoto rat model of depression","['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Evaluation of the Wistar-Kyoto rat model of depression and the role of synaptic plasticity in depression and antidepressant response,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Activation of the ventral subiculum reinvigorates behavior after failure to achieve a goal: Implications for dopaminergic modulation of motivational processes,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Temporal Dynamics of Hippocampal and Medial Prefrontal Cortex Interactions during the Delay Period of a Working Memory-Guided Foraging Task,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Hydroxynorketamine: Implications for the NMDA Receptor Hypothesis of Ketamine’s Antidepressant Action,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Antidepressant effects of ketamine and the roles of AMPA glutamate receptors and other mechanisms beyond NMDA receptor antagonism,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
"Heantos-4, a natural plant extract used in the treatment of drug addiction, modulates T-type calcium channels and thalamocortical burst-firing","['Terrance P. Snutch', 'Anthony G. Phillips', 'Terrance P. Snutch', 'Anthony G. Phillips']"
A quantitative analysis of context-dependent remapping of medial frontal cortex neurons and ensembles,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Amphetamine exerts dose-dependent changes in prefrontal cortex attractor dynamics during working memory,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Tracking progress toward a goal in corticostriatal ensembles,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Differences in the emergent coding properties of cortical and striatal ensembles,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Interference with AMPA receptor endocytosis: Effects on behavioural and neurochemical correlates of amphetamine sensitization in male rats,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Facilitated extinction of morphine conditioned place preference with Tat-GluA2<inf>3Y</inf> interference peptide,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Oscillatory power and synchrony in the rat forebrain are altered by a sensitizing regime of d-amphetamine,"['Z. Jane Wang', 'Anthony G. Phillips', 'Z. Jane Wang', 'Anthony G. Phillips']"
NMDA GluN2A and GluN2B receptors play separate roles in the induction of LTP and LTD in the amygdala and in the acquisition and extinction of conditioned fear,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Hippocampal long-term depression is required for the consolidation of spatial memory,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Block of voltage-gated calcium channels stimulates dopamine efflux in rat mesocorticolimbic system,"['Terrance P. Snutch', 'Anthony G. Phillips', 'Terrance P. Snutch', 'Anthony G. Phillips']"
Tolcapone enhances food-evoked dopamine efflux and executive memory processes mediated by the rat prefrontal cortex,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
"Disruption of AMPA receptor endocytosis impairs the extinction, but not acquisition of learned fear","['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Hippocampal long-term depression mediates acute stress-induced spatial memory retrieval impairment,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Interference peptides: A novel therapeutic approach targeting synaptic plasticity in drug addiction,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Neuroscience: Nucleus accumbens long-term depression and the expression of behavioral sensitization,"['YuTian Wang', 'Anthony G. Phillips', 'YuTian Wang', 'Anthony G. Phillips']"
Processing efficiency of a verbal working memory system is modulated by amphetamine: An fMRI investigation,"['Todd Stephen Woodward', 'Anthony G. Phillips', 'Todd Stephen Woodward', 'Anthony G. Phillips']"
D<inf>1</inf> receptor modulation of hippocampal-prefrontal cortical circuits integrating spatial memory with executive functions in the rat,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
"Selective roles for hippocampal, prefrontal cortical, and ventral striatal circuits in radial-arm maze tasks with or without a delay","['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Differential effects of lidocaine infusions into the ventral CA1/subiculum or the nucleus accumbens on the acquisition and retention of spatial information,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
A selective role for dopamine in the nucleus accumbens of the rat in random foraging but not delayed spatial win-shift-based foraging,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Functional Differences Between the Prelimbic and Anterior Cingulate Regions of the Rat Prefrontal Cortex,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Selective memory impairments produced by transient lidocaine-induced lesions of the nucleus accumbens in rats,"['Jeremy Keith Seamans', 'Anthony G. Phillips', 'Jeremy Keith Seamans', 'Anthony G. Phillips']"
Irrational choice under uncertainty correlates with lower striatal D<inf>2/3</inf> receptor binding in rats,"['Vesna Sossi', 'Catharine A. Winstanley', 'Vesna Sossi', 'Catharine A. Winstanley']"
Mitigation of augmented extrasynaptic NMDAR signaling and apoptosis in cortico-striatal co-cultures from Huntington's disease mice,"['Lynn A. Raymond', 'YuTian Wang', 'Lynn A. Raymond', 'YuTian Wang']"
"Sterol regulatory element binding protein-1 (SREBP1) activation in motor neurons in excitotoxicity and amyotrophic lateral sclerosis (ALS): Indip, a potential therapeutic peptide","['Ian Mackenzie', 'YuTian Wang', 'Ian Mackenzie', 'YuTian Wang']"
Essential role of SBP-1 activation in oxygen deprivation induced lipid accumulation and increase in body width/length ratio in Caenorhabditis elegans,"['Catharine Rankin', 'YuTian Wang', 'Catharine Rankin', 'YuTian Wang']"
Disruption of the endocytic protein HIP1 results in neurological deficits and decreased AMPA receptor trafficking,"['Lynn A. Raymond', 'YuTian Wang', 'Lynn A. Raymond', 'YuTian Wang']"
Action and outcome activity state patterns in the anterior cingulate cortex,"['Todd Stephen Woodward', 'Jeremy Keith Seamans', 'Todd Stephen Woodward', 'Jeremy Keith Seamans']"
FDG-PET in presymptomatic C9orf72 mutation carriers,"['Vesna Sossi', 'Ian Mackenzie', 'Vesna Sossi', 'Ian Mackenzie']"
Synaptic dysfunction in progranulin-deficient mice,"['Lynn A. Raymond', 'Ian Mackenzie', 'Lynn A. Raymond', 'Ian Mackenzie']"
Endocannabinoid-specific impairment in synaptic plasticity in striatum of huntington’s disease mouse model,"['Jeffrey M. LeDue', 'Lynn A. Raymond', 'Jeffrey M. LeDue', 'Lynn A. Raymond']"
Front2Back: Single View 3D Shape Reconstruction via Front to Back Prediction,"['Helge Rhodin', 'Leonid Sigal', 'Helge Rhodin', 'Leonid Sigal']"
Self-supervised 3D human pose estimation from video,"['Helge Rhodin', 'Z. Jane Wang', 'Helge Rhodin', 'Z. Jane Wang']"
AdaptPose: Cross-Dataset Adaptation for 3D Human Pose Estimation by Learnable Motion Generation,"['Helge Rhodin', 'Z. Jane Wang', 'Helge Rhodin', 'Z. Jane Wang']"
A Blind Source Separation Framework for Monitoring Heart Beat Rate Using Nanofiber-Based Strain Sensors,"['Peyman Servati', 'Z. Jane Wang', 'Peyman Servati', 'Z. Jane Wang']"
Sex differences in predictors and regional patterns of brain age gap estimates,"['Sophia Frangou', 'Liisa A. M. Galea', 'Sophia Frangou', 'Liisa A. M. Galea']"
Functional neuroimaging in Parkinson's disease,"['Vesna Sossi', 'Silke Appel-Cresswell', 'Vesna Sossi', 'Silke Appel-Cresswell']"
Pannexin 1 regulates network ensembles and dendritic spine development in cortical neurons,"['Craig E. Brown', 'Leigh Anne Swayne', 'Craig E. Brown', 'Leigh Anne Swayne']"
Computational Neuroscience: Mathematical and Statistical Perspectives,"['Eric T. Shea-Brown', 'Adrienne L. Fairhall', 'Eric T. Shea-Brown', 'Adrienne L. Fairhall']"
Constructing precisely computing networks with biophysical spiking neurons,"['Eric T. Shea-Brown', 'Adrienne L. Fairhall', 'Eric T. Shea-Brown', 'Adrienne L. Fairhall']"
Information theoretic approaches to understanding circuit function,"['Eric T. Shea-Brown', 'Adrienne L. Fairhall', 'Eric T. Shea-Brown', 'Adrienne L. Fairhall']"
"Emerging neuroimaging technologies: Toward future personalized diagnostics, prognosis, targeted intervention, and ethical challenges","['Vesna Sossi', 'Todd Stephen Woodward', 'Vesna Sossi', 'Todd Stephen Woodward']"
Pannexin-1 opening in neuronal edema causes cell death but also leads to protection via increased microglia contacts,"['Terrance P. Snutch', 'Brian A. MacVicar', 'Terrance P. Snutch', 'Brian A. MacVicar']"
Interventional imaging: Ultrasound,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
A multi-vertebrae CT to US registration of the lumbar spine in clinical data,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
Bone enhancement in ultrasound using local spectrum variations for guiding percutaneous scaphoid fracture fixation procedures,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
Projection-based phase features for localization of a needle tip in 2D curvilinear ultrasound,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
Scaphoid fracture fixation: Localization of bones through statistical model to ultrasound registration,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
Local phase tensor features for 3-D ultrasound to statistical shape+pose spine model registration,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
CT to US registration of the lumbar spine: A clinical feasibility study,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
A global CT to US registration of the lumbar spine,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
Statistical shape model to 3D ultrasound registration for spine interventions using enhanced local phase features,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
Non-iterative partial view 3D ultrasound to CT registration in ultrasound-guided computer-assisted orthopedic surgery,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
Non-iterative multi-modal partial view to full view image registration using local phase-based image projections,"['Purang Abolmaesumi', 'Ilker Hacihaliloglu', 'Purang Abolmaesumi', 'Ilker Hacihaliloglu']"
